timestamp,blocknum,from,to,value,asset,category,contract_address,hash
2022-08-22 16:50:02,15391439,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x232e02988970e8ab920c83964cc7922d9c282dca,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x87831d744adb2ecd5ca9a734983d62535d1440c93131a4b2b1bdbdecbc1237c8
2022-08-22 16:50:12,15391440,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xffe885e77fd52cc2821ad2b7eef0051c53f4930e,1002.01,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x83402fe217754cba1006cebeb9dc278292cbbd771151b15485467cbf0237a9cf
2022-08-22 16:50:12,15391440,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xb7ae5de3e843a26ca764605f6bec916701f88556,17733.71,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x14bc3ad1181e8cb75db819643912609a07a79dbd3c160c9203f31c37327f1888
2022-08-22 16:50:28,15391443,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xe6228dfa20400f8988d71bcd6c8460ed13a7c49f,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x954c9dfec1b864737564a7ae1284ba2f52fc50f52dea6554ded9aed386a577dc
2022-08-22 16:51:16,15391444,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x4da67068fd02f2abcdc5a09ce7b4dd28c31d8c97,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0xfef3e81c4ab068e05048507258677797313f68db3c35698b8786e44292a4f8e9
2022-08-22 16:51:16,15391444,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xcb630c28658d8b4f0509d628d8d947e6f95ea20a,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x9d513029200b325f99ed78fd777d7873bbf5c6cb7d4b8d51031805c5926c3f16
2022-08-22 16:51:16,15391444,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x1c468f580124523322e316eeea4c6d1b60a3f724,817.2099999999999,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0xc1dd3deefbef388128a939a84116085233eb1d4e03ccc60dbde4c031e896000e
2022-08-22 16:51:39,15391446,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xaa1e667c28ca123c50957387346958dfff31c640,817.2099999999999,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x394f7bf34d909345d8f6aed6f32a8d45d9e33337b2c8a8bc22e4a599c4909ec3
2022-08-22 16:51:39,15391446,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x3f3a2cc56fc928712bc800e82b5ae3179ce550e2,1419.2199999999998,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x737f8085a4a5aeb13ac5b7e16a34f1ecdfa353fa72e28bb942a62ebdfc78826a
2022-08-22 16:52:08,15391449,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xacc261f95c552386da8350a6fffe3a0b9ca67e0b,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x374a15b8a2b709c442928d155d810df564904f67a915087caadc40211e0ba136
2022-08-22 16:52:16,15391450,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x6642b8c8e4d6ade0a991ce417e19b5a6801da072,817.2099999999999,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x16f4892280436522f340bb535fea25bf5f07628c3f8c764fa156fcc7cb5d78fb
2022-08-22 16:52:27,15391451,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x654c9b02d7a434ec9e69c504f773166ed76c1bc1,817.2099999999999,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x769b4b0c21c3d2a33ce9ca830f88f23c6273b78b0569f95bb035f23bec6a8485
2022-08-22 16:52:27,15391451,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xaad71f456f04d2f4cf869312e1a9169c1ea51ba0,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0xf6e4e566c4ae76f73a2fb37dee5191cc53514471b68f88bcae6c1ea26a7b20ce
2022-08-22 16:52:47,15391452,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x22f06283426f6b5ede8627310968829840d00b8b,817.2099999999999,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0xd5df3620e8c9ef639e396265d90c0632ed2d79d4e1b141fe223c0febea2d6f2f
2022-08-22 16:52:54,15391453,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xd0d01572c631bf5d5c924b7e0455b31e0999cc2c,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x5ae8144c1f9b920aea9406123f0d4f5f52e75ba2fe3c411e73245137848ac394
2022-08-22 16:52:54,15391453,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x217c70a564a9bc0572426fc068eff0caf70e6b41,817.2099999999999,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0xd5f4499a14630e2d4173e5a101192b2d34715e56d318457d8f2b95888ac95aee
2022-08-22 16:53:02,15391454,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x7a65f74a499a0f564cc856e134c908e082bd5e4d,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x19887e136d380507c033b07baa63f6a4a7e87762dc7eb35f736035172d8ce7c5
2022-08-22 16:53:14,15391457,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x9ad33d2d173f224aa3a2e71d77041ee353c69b32,4188.47,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x4eb04e8c0f44425a4c7885ebb2392223b5c3bf862c29c28816ae798ccd06c0be
2022-08-22 16:53:14,15391457,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x00666353a61c7ada7384b84ecfc532e1e3e705b2,520.4,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x8c4e3ebdb152d5bd3e7cf9ebcc03c27d2486f38be94fd77c2fe541386a4fc781
2022-08-22 16:53:14,15391457,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x0927e30ed79e2a5ae4adc1c0d783f89823f17f3d,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x061c9501c8476f865390d69a3f4596d8f4d6eed90691bb7de2531354c855e11f
2022-08-22 16:53:51,15391459,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x2211afbe260c24de4e38e0b8ad731d3afdc2b54b,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x7968bd810074f22a7f41e96cd8b31b966e8c13f8b82533c47efdc5bbe630710d
2022-08-22 16:54:15,15391460,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xeffb282259291e05060927ec1205e49751a5a97a,1002.01,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0xad4373f29efd7fffdad1f4ecf1f28c1949bd8f4ca46231e66f4bb5c778725c87
2022-08-22 16:54:15,15391460,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0x969795b513895365160bc18f0861760add9dc3ee,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x3edd8d99c188b805210f9dcad2c145a94fc4d17808cc3d3d6d3eb5207d073ed2
2022-08-22 16:54:41,15391462,0xbd82cd2f7c2b8710a879580399cfbff61c5020b9,0xdc486f4359934a05d1eb71ccc339cb9a9fb544f7,400.0,CODE,erc20,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,https://etherscan.io/tx/0x9d8054f1a7565ec2028ac5e750b2099ff0888c05384a91552b0f6c1929cd2baa
